SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
29234;TOPA DE SUS;417248;5;29154;23;3;3;6;5;550882;3012134;5,50883E+11;V;
29243;DRAGANEŞTI;0;5;56;3;2;3;6;5;5;       ;5,5093E+11;IV;
29252;DRAGANEŞTI;417250;5;29243;22;3;3;6;5;550930;1004284;5,5093E+11;IV;
29261;BELEJENI;417251;5;29243;23;3;3;6;5;550930;3000940;5,50931E+11;V;
29270;GRADINARI;417252;5;29243;23;3;3;6;5;550930;3005462;5,50931E+11;V;
29289;LIVADA BEIUŞULUI;417253;5;29243;23;3;3;6;5;550930;3006683;5,50931E+11;V;
29298;MIZIEŞ;417254;5;29243;23;3;3;6;5;550930;3007593;5,50931E+11;V;
29305;PANTAŞEŞTI;417256;5;29243;23;3;3;6;5;550930;3008554;5,50931E+11;V;
32219;PĂCĂLEŞTI;0;5;29243;23;3;3;6;5;550930;;5,50931E+11;;0
29314;ŞEBIŞ;417257;5;29243;23;3;3;6;5;550930;3011494;5,50931E+11;V;
29323;TALPE;417258;5;29243;23;3;3;6;5;550930;3011750;5,50931E+11;V;
29332;ŢIGANEŞTII DE BEIUŞ;417259;5;29243;23;3;3;6;5;550930;3012386;5,50931E+11;V;
29341;DRAGEŞTI;0;5;56;3;2;3;6;5;5;       ;5,50934E+11;IV;
29350;DRAGEŞTI;417260;5;29341;22;3;3;6;5;550934;1004293;5,50934E+11;IV;
29369;DICANEŞTI;417261;5;29341;23;3;3;6;5;550934;3004051;5,50935E+11;V;
29378;STRACOŞ;417262;5;29341;23;3;3;6;5;550934;3011296;5,50935E+11;V;
29387;TAŞAD;417263;5;29341;23;3;3;6;5;550934;3011827;5,50935E+11;V;
29396;TOPEŞTI;417264;5;29341;23;3;3;6;5;550934;3012140;5,50935E+11;V;
29403;FINIŞ;0;5;56;3;2;3;6;5;5;       ;5,51011E+11;IV;
29412;FINIŞ;417265;5;29403;22;3;3;6;5;551011;1004747;5,51011E+11;IV;
29421;BRUSTURI;417266;5;29403;23;3;3;6;5;551011;3001700;5,51012E+11;V;
29430;FIZIŞ;417267;5;29403;23;3;3;6;5;551011;3004775;5,51012E+11;V;
29449;IOANIŞ;417268;5;29403;23;3;3;6;5;551011;3006162;5,51012E+11;V;
29458;ŞUNCUIŞ;417269;5;29403;23;3;3;6;5;551011;3011721;5,51012E+11;V;
32195;GEPIU;0;5;56;3;2;3;6;5;5;;5,51086E+11;;0
28291;GEPIU;417149;5;32195;22;3;3;6;5;551086;3005148;5,51086E+11;V;
28282;BICACI;417148;5;32195;23;3;3;6;5;551086;3001055;5,51087E+11;V;
29467;GIRIŞU DE CRIŞ;0;5;56;3;2;3;6;5;5;       ;5,5112E+11;IV;
29476;GIRIŞU DE CRIŞ;417270;5;29467;22;3;3;6;5;551120;1005274;5,5112E+11;IV;
29494;TARIAN;417272;5;29467;23;3;3;6;5;551120;3011818;5,51121E+11;V;
29519;HIDIŞELU DE SUS;0;5;56;3;2;3;6;5;5;       ;5,51251E+11;IV;
29528;HIDIŞELU DE SUS;417275;5;29519;22;3;3;6;5;551251;1005812;5,51251E+11;IV;
29537;HIDIŞELU DE JOS;417276;5;29519;23;3;3;6;5;551251;3005811;5,51252E+11;V;
29546;MIERLAU;417277;5;29519;23;3;3;6;5;551251;3007440;5,51252E+11;V;
29555;SÎNTELEC;417278;5;29519;23;3;3;6;5;551251;3010649;5,51252E+11;V;
29564;ŞUMUGIU;417279;5;29519;23;3;3;6;5;551251;3011720;5,51252E+11;V;
29573;HOLOD;0;5;56;3;2;3;6;5;5;       ;5,51264E+11;IV;
29582;HOLOD;417280;5;29573;22;3;3;6;5;551264;1005873;5,51264E+11;IV;
29591;DUMBRAVA;417281;5;29573;23;3;3;6;5;551264;3004402;5,51265E+11;V;
29608;DUMBRAVIŢA;417282;5;29573;23;3;3;6;5;551264;3004437;5,51265E+11;V;
29617;FOROSIG;417283;5;29573;23;3;3;6;5;551264;3004833;5,51265E+11;V;
29626;HODIŞ;417284;5;29573;23;3;3;6;5;551264;3005842;5,51265E+11;V;
29635;LUPOAIA;417286;5;29573;23;3;3;6;5;551264;3006905;5,51265E+11;V;
29644;VALEA MARE DE CODRU;417287;5;29573;23;3;3;6;5;551264;3012842;5,51265E+11;V;
29653;VINTERE;417288;5;29573;23;3;3;6;5;551264;3013393;5,51265E+11;V;
29662;HUSASAU DE TINCA;0;5;56;3;2;3;6;5;5;       ;5,51284E+11;IV;
29671;HUSASAU DE TINCA;417290;5;29662;22;3;3;6;5;551284;1005974;5,51284E+11;IV;
29680;FONAU;417291;5;29662;23;3;3;6;5;551284;3004828;5,51285E+11;V;
29699;MIERSIG;417292;5;29662;23;3;3;6;5;551284;3007443;5,51285E+11;V;
29706;OŞAND;417293;5;29662;23;3;3;6;5;551284;3008383;5,51285E+11;V;
29715;SITITELEC;417294;5;29662;23;3;3;6;5;551284;3010969;5,51285E+11;V;
29724;INEU;0;5;56;3;2;3;6;5;5;       ;5,51323E+11;IV;
29733;INEU;417295;5;29724;22;3;3;6;5;551323;1006152;5,51323E+11;IV;
29742;BOTEAN;417296;5;29724;23;3;3;6;5;551323;3001431;5,51324E+11;V;
29751;HUSASAU DE CRIŞ;417297;5;29724;23;3;3;6;5;551323;3005973;5,51324E+11;V;
29760;LAZURI DE BEIUŞ;0;5;56;3;2;3;6;5;5;       ;5,51386E+11;IV;
29779;LAZURI DE BEIUŞ;417300;5;29760;22;3;3;6;5;551386;1006482;5,51386E+11;IV;
29788;BALENI;417301;5;29760;23;3;3;6;5;551386;3000662;5,51387E+11;V;
29797;CUSUIUŞ;417302;5;29760;23;3;3;6;5;551386;3003755;5,51387E+11;V;
29804;HINCHIRIŞ;417303;5;29760;23;3;3;6;5;551386;3005819;5,51387E+11;V;
29813;LAZARENI;0;5;56;3;2;3;6;5;5;       ;5,51395E+11;IV;
29822;LAZARENI;417305;5;29813;22;3;3;6;5;551395;1006527;5,51395E+11;IV;
29831;BICACEL;417306;5;29813;23;3;3;6;5;551395;3001061;5,51396E+11;V;
29840;CALEA MARE;417307;5;29813;23;3;3;6;5;551395;3002009;5,51396E+11;V;
29859;CARANDENI;417308;5;29813;23;3;3;6;5;551395;3002246;5,51396E+11;V;
29868;CARANZEL;417309;5;29813;23;3;3;6;5;551395;3002247;5,51396E+11;V;
29877;GEPIŞ;417311;5;29813;23;3;3;6;5;551395;3005147;5,51396E+11;V;
29886;GRUILUNG;417312;5;29813;23;3;3;6;5;551395;3005561;5,51396E+11;V;
29895;MIHELEU;417313;5;29813;23;3;3;6;5;551395;3007487;5,51396E+11;V;
29902;LUGAŞU DE JOS;0;5;56;3;2;3;6;5;5;       ;5,51447E+11;IV;
29911;LUGAŞU DE JOS;417315;5;29902;22;3;3;6;5;551447;1006757;5,51447E+11;IV;
29920;LUGAŞU DE SUS;417316;5;29902;23;3;3;6;5;551447;3006758;5,51448E+11;V;
29939;URVIND;417317;5;29902;23;3;3;6;5;551447;3012584;5,51448E+11;V;
29948;LUNCA;0;5;56;3;2;3;6;5;5;       ;5,51454E+11;IV;
29957;LUNCA;417320;5;29948;22;3;3;6;5;551454;1006792;5,51454E+11;IV;
29966;BRIHENI;417321;5;29948;23;3;3;6;5;551454;3001667;5,51455E+11;V;
29975;HOTAREL;417322;5;29948;23;3;3;6;5;551454;3005934;5,51455E+11;V;
29984;SEGHIŞTE;417324;5;29948;23;3;3;6;5;551454;3010833;5,51455E+11;V;
29993;SÎRBEŞTI;417323;5;29948;23;3;3;6;5;551454;3010665;5,51455E+11;V;
30005;ŞUŞTIU;417326;5;29948;23;3;3;6;5;551454;3011733;5,51455E+11;V;
30014;MADARAŞ;0;5;56;3;2;3;6;5;5;       ;5,51503E+11;IV;
30023;MADARAŞ;417330;5;30014;22;3;3;6;5;551503;1007068;5,51503E+11;IV;
30032;HOMOROG;417331;5;30014;23;3;3;6;5;551503;3005886;5,51504E+11;V;
30041;IANOŞDA;417332;5;30014;23;3;3;6;5;551503;3006015;5,51504E+11;V;
30050;MARŢIHAZ;417333;5;30014;23;3;3;6;5;551503;3007030;5,51504E+11;V;
30069;MAGEŞTI;0;5;56;3;2;3;6;5;5;       ;5,51507E+11;IV;
30078;MAGEŞTI;417335;5;30069;22;3;3;6;5;551507;1007080;5,51507E+11;IV;
30087;BUTANI;417336;5;30069;23;3;3;6;5;551507;3001952;5,51508E+11;V;
30096;CACUCIU NOU;417337;5;30069;23;3;3;6;5;551507;3001997;5,51508E+11;V;
30103;DOBRICIONEŞTI;417338;5;30069;23;3;3;6;5;551507;3004126;5,51508E+11;V;
30112;GALAŞENI;417339;5;30069;23;3;3;6;5;551507;3005015;5,51508E+11;V;
30121;JOSANI;417341;5;30069;23;3;3;6;5;551507;3006399;5,51508E+11;V;
30130;ORTITEAG;417342;5;30069;23;3;3;6;5;551507;3008348;5,51508E+11;V;
30149;NOJORID;0;5;56;3;2;3;6;5;5;       ;5,51815E+11;IV;
30158;NOJORID;417345;5;30149;22;3;3;6;5;551815;1008074;5,51815E+11;IV;
30167;APATEU;417346;5;30149;23;3;3;6;5;551815;3000245;5,51816E+11;V;
30176;CHIŞIRID;417347;5;30149;23;3;3;6;5;551815;3002700;5,51816E+11;V;
30185;LEŞ;417348;5;30149;23;3;3;6;5;551815;3006593;5,51816E+11;V;
30194;LIVADA DE BIHOR;417349;5;30149;23;3;3;6;5;551815;3006684;5,51816E+11;V;
30201;PAUŞA;417351;5;30149;23;3;3;6;5;551815;3008614;5,51816E+11;V;
30210;ŞAUAIEU;417352;5;30149;23;3;3;6;5;551815;3011485;5,51816E+11;V;
30229;OLCEA;0;5;56;3;2;3;6;5;5;       ;5,51852E+11;IV;
30238;OLCEA;417355;5;30229;22;3;3;6;5;551852;1008244;5,51852E+11;IV;
30247;CALACEA;417356;5;30229;23;3;3;6;5;551852;3002126;5,51853E+11;V;
30256;HODIŞEL;417357;5;30229;23;3;3;6;5;551852;3005845;5,51853E+11;V;
30265;UCURIŞ;417358;5;30229;23;3;3;6;5;551852;3012417;5,51853E+11;V;
30274;OŞORHEI;0;5;56;3;2;3;6;5;5;       ;5,52096E+11;IV;
30283;OŞORHEI;417360;5;30274;22;3;3;6;5;552096;1008386;5,52096E+11;IV;
30292;ALPAREA;417361;5;30274;23;3;3;6;5;552096;3000165;5,52097E+11;V;
30309;CHERIU;417362;5;30274;23;3;3;6;5;552096;3002593;5,52097E+11;V;
30318;FELCHERIU;417363;5;30274;23;3;3;6;5;552096;3004674;5,52097E+11;V;
30327;FUGHIU;417364;5;30274;23;3;3;6;5;552096;3004899;5,52097E+11;V;
32161;PALEU;0;5;56;3;2;3;6;5;5;;5,52104E+11;;0
28433;PALEU;417166;5;32161;22;3;3;6;5;552104;3008423;5,52104E+11;V;
28442;SALDABAGIU DE MUNTE;417167;5;32161;23;3;3;6;5;552104;3010447;5,52105E+11;V;
28488;UILEACU DE MUNTE;417172;5;32161;23;3;3;6;5;552104;3012441;5,52105E+11;V;
30336;PIETROASA;0;5;56;3;2;3;6;5;5;       ;5,52179E+11;IV;
30345;PIETROASA;417365;5;30336;22;3;3;6;5;552179;1008873;5,52179E+11;IV;
30354;CHIŞCAU;417366;5;30336;23;3;3;6;5;552179;3002697;5,5218E+11;V;
30363;COCIUBA MICA;417367;5;30336;23;3;3;6;5;552179;3003018;5,5218E+11;V;
30372;GIULEŞTI;417368;5;30336;23;3;3;6;5;552179;3005283;5,5218E+11;V;
30381;GURANI;417369;5;30336;23;3;3;6;5;552179;3005651;5,5218E+11;V;
30390;MAGURA;417371;5;30336;23;3;3;6;5;552179;3007097;5,5218E+11;V;
30407;MOŢEŞTI;417372;5;30336;23;3;3;6;5;552179;3007748;5,5218E+11;V;
30416;POCOLA;0;5;56;3;2;3;6;5;5;       ;5,52216E+11;IV;
30425;POCOLA;417375;5;30416;22;3;3;6;5;552216;1009065;5,52216E+11;IV;
30434;FENERIŞ;417376;5;30416;23;3;3;6;5;552216;3004686;5,52217E+11;V;
30443;PETRANI;417377;5;30416;23;3;3;6;5;552216;3008759;5,52217E+11;V;
30452;POIETARI;417378;5;30416;23;3;3;6;5;552216;3009304;5,52217E+11;V;
30461;SÎNMARTIN DE BEIUŞ;417379;5;30416;23;3;3;6;5;552216;3010605;5,52217E+11;V;
30470;POMEZEU;0;5;56;3;2;3;6;5;5;       ;5,52254E+11;IV;
30489;POMEZEU;417380;5;30470;22;3;3;6;5;552254;1009324;5,52254E+11;IV;
30498;CÎMPANI DE POMEZEU;417381;5;30470;23;3;3;6;5;552254;3002332;5,52255E+11;V;
30504;COŞDENI;417382;5;30470;23;3;3;6;5;552254;3003380;5,52255E+11;V;
30513;HIDIŞ;417383;5;30470;23;3;3;6;5;552254;3005809;5,52255E+11;V;
30522;LACU SARAT;417384;5;30470;23;3;3;6;5;552254;3006437;5,52255E+11;V;
30531;SITANI;417386;5;30470;23;3;3;6;5;552254;3010966;5,52255E+11;V;
30540;SPINUŞ DE POMEZEU;417387;5;30470;23;3;3;6;5;552254;3011152;5,52255E+11;V;
30559;VALANI DE POMEZEU;417388;5;30470;23;3;3;6;5;552254;3013092;5,52255E+11;V;
30568;POPEŞTI;0;5;56;3;2;3;6;5;5;       ;5,5226E+11;IV;
30577;POPEŞTI;417390;5;30568;22;3;3;6;5;552260;1009361;5,5226E+11;IV;
30586;BISTRA;417391;5;30568;23;3;3;6;5;552260;3001103;5,52261E+11;V;
30595;BUDOI;417392;5;30568;23;3;3;6;5;552260;3001814;5,52261E+11;V;
30602;CUZAP;417393;5;30568;23;3;3;6;5;552260;3003779;5,52261E+11;V;
30611;VARVIZ;417394;5;30568;23;3;3;6;5;552260;3013057;5,52261E+11;V;
30620;VARZARI;417396;5;30568;23;3;3;6;5;552260;3013168;5,52261E+11;V;
30639;VOIVOZI;417397;5;30568;23;3;3;6;5;552260;3013533;5,52261E+11;V;
30648;RABAGANI;0;5;56;3;2;3;6;5;5;       ;5,52331E+11;IV;
30657;RABAGANI;417400;5;30648;22;3;3;6;5;552331;1009720;5,52331E+11;IV;
30666;ALBEŞTI;417401;5;30648;23;3;3;6;5;552331;3000094;5,52332E+11;V;
30675;BRATEŞTI;417402;5;30648;23;3;3;6;5;552331;3001600;5,52332E+11;V;
30693;SALIŞTE DE POMEZEU;417403;5;30648;23;3;3;6;5;552331;3010262;5,52332E+11;V;
30684;SAUCANI;417404;5;30648;23;3;3;6;5;552331;3010543;5,52332E+11;V;
30700;VARAŞENI;417406;5;30648;23;3;3;6;5;552331;3013155;5,52332E+11;V;
30719;REMETEA;0;5;56;3;2;3;6;5;5;       ;5,52372E+11;IV;
30728;REMETEA;417410;5;30719;22;3;3;6;5;552372;1009936;5,52372E+11;IV;
30737;DRAGOTENI;417411;5;30719;23;3;3;6;5;552372;3004316;5,52373E+11;V;
30746;MEZIAD;417412;5;30719;23;3;3;6;5;552372;3007404;5,52373E+11;V;
30755;PETREASA;417413;5;30719;23;3;3;6;5;552372;3008764;5,52373E+11;V;
30764;SOIMUŞ;417414;5;30719;23;3;3;6;5;552372;3011099;5,52373E+11;V;
30773;RIENI;0;5;56;3;2;3;6;5;5;       ;5,52379E+11;IV;
30782;RIENI;417415;5;30773;22;3;3;6;5;552379;1009971;5,52379E+11;IV;
30791;CUCUCENI;417416;5;30773;23;3;3;6;5;552379;3003663;5,5238E+11;V;
30808;GHIGHIŞENI;417417;5;30773;23;3;3;6;5;552379;3005206;5,5238E+11;V;
30817;PETRILENI;417418;5;30773;23;3;3;6;5;552379;3008792;5,5238E+11;V;
30826;SUDRIGIU;417419;5;30773;23;3;3;6;5;552379;3011396;5,5238E+11;V;
30835;VALEA DE JOS;417421;5;30773;23;3;3;6;5;552379;3012731;5,5238E+11;V;
30844;ROŞIA;0;5;56;3;2;3;6;5;5;       ;5,52409E+11;IV;
30853;ROŞIA;417425;5;30844;22;3;3;6;5;552409;1010065;5,52409E+11;IV;
30862;LAZURI;417426;5;30844;23;3;3;6;5;552409;3006478;5,5241E+11;V;
32187;ROŞIORI;0;5;56;3;2;3;6;5;5;;5,52419E+11;;0
29136;ROŞIORI;417238;5;32187;22;3;3;6;5;552419;3010085;5,52419E+11;V;
29127;MIHAI BRAVU;417237;5;32187;23;3;3;6;5;552419;3007448;5,5242E+11;V;
29145;VAIDA;417239;5;32187;23;3;3;6;5;552419;3012627;5,5242E+11;V;
30871;SACADAT;0;5;56;3;2;3;6;5;5;       ;5,52468E+11;IV;
30880;SACADAT;417430;5;30871;22;3;3;6;5;552468;1010374;5,52468E+11;IV;
30899;BORŞA;417431;5;30871;23;3;3;6;5;552468;3001403;5,52469E+11;V;
30906;SABOLCIU;417432;5;30871;23;3;3;6;5;552468;3010372;5,52469E+11;V;
30988;SALACEA;0;5;56;3;2;3;6;5;5;       ;5,5248E+11;IV;
30997;SALACEA;417445;5;30988;22;3;3;6;5;552480;1010406;5,5248E+11;IV;
31002;OTOMANI;417446;5;30988;23;3;3;6;5;552480;3008393;5,52481E+11;V;
31011;SALARD;0;5;56;3;2;3;6;5;5;       ;5,52481E+11;IV;
31020;SALARD;417450;5;31011;22;3;3;6;5;552481;1010407;5,52481E+11;IV;
31039;HODOŞ;417451;5;31011;23;3;3;6;5;552481;3005856;5,52482E+11;V;
31048;SÎNTIMREU;417452;5;31011;23;3;3;6;5;552481;3010653;5,52482E+11;V;
32179;SANNICOLAU ROMAN;0;5;56;3;2;3;6;5;5;;5,52495E+11;;0
28326;SÂNNICOLAU ROMÂN;417153;5;32179;22;3;3;6;5;552495;3010625;5,52495E+11;V;
28273;BERECHIU;417147;5;32179;23;3;3;6;5;552495;3000990;5,52496E+11;V;
28317;ROIT;417152;5;32179;23;3;3;6;5;552495;3010015;5,52496E+11;V;
28610;SÂNIOB;0;5;56;3;2;3;6;5;5;       ;5,52515E+11;IV;
28647;SÂNIOB;417192;5;28610;22;3;3;6;5;552515;3010598;5,52515E+11;V;
28638;CENALOŞ;417191;5;28610;23;3;3;6;5;552515;3002456;5,52516E+11;V;
28629;CIUHOI;417190;5;28610;23;3;3;6;5;552515;1002890;5,52516E+11;IV;
28656;SFÂRNAŞ;417193;5;28610;23;3;3;6;5;552515;3010871;5,52516E+11;V;
31057;SÎMBATA;0;5;56;3;2;3;6;5;5;       ;5,52582E+11;IV;
31066;SÎMBATA;417455;5;31057;22;3;3;6;5;552582;1010559;5,52582E+11;IV;
31075;COPACENI;417456;5;31057;23;3;3;6;5;552582;3003180;5,52583E+11;V;
31084;OGEŞTI;417457;5;31057;23;3;3;6;5;552582;3008201;5,52583E+11;V;
31093;ROGOZ;417458;5;31057;23;3;3;6;5;552582;3010009;5,52583E+11;V;
31100;ROTAREŞTI;417459;5;31057;23;3;3;6;5;552582;3010103;5,52583E+11;V;
31119;ZAVOIU;417461;5;31057;23;3;3;6;5;552582;3013658;5,52583E+11;V;
26582;SÎNMARTIN;0;5;56;3;2;3;6;5;5;       ;5,5259E+11;IV;
26591;SÎNMARTIN;417495;5;26582;22;3;3;6;5;552590;1010603;5,5259E+11;IV;
32143;BAILE FELIX;417500;5;26582;23;3;3;6;5;552590;3000608;5,52591E+11;V;
26608;BETFIA;417497;5;26582;23;3;3;6;5;552590;3001036;5,52591E+11;V;
26617;CIHEI;417498;5;26582;23;3;3;6;5;552590;3002744;5,52591E+11;V;
26626;CORDAU;417499;5;26582;23;3;3;6;5;552590;3003224;5,52591E+11;V;
26635;HAIEU;417501;5;26582;23;3;3;6;5;552590;3005684;5,52591E+11;V;
26644;RONTAU;417502;5;26582;23;3;3;6;5;552590;3010050;5,52591E+11;V;
26653;SÎNTANDREI;0;5;56;3;2;3;6;5;5;       ;5,526E+11;IV;
26662;SÎNTANDREI;417515;5;26653;22;3;3;6;5;552600;1010641;5,526E+11;IV;
26671;PALOTA;417516;5;26653;23;3;3;6;5;552600;3008426;5,52601E+11;V;
31128;SÎRBI;0;5;56;3;2;3;6;5;5;       ;5,52604E+11;IV;
31137;SÎRBI;417520;5;31128;22;3;3;6;5;552604;1010672;5,52604E+11;IV;
31146;ALMAŞU MIC;417521;5;31128;23;3;3;6;5;552604;3000155;5,52605E+11;V;
31155;BURZUC;417522;5;31128;23;3;3;6;5;552604;3001936;5,52605E+11;V;
31164;CHIOAG;417523;5;31128;23;3;3;6;5;552604;3002654;5,52605E+11;V;
31173;FEGERNIC;417524;5;31128;23;3;3;6;5;552604;3004670;5,52605E+11;V;
31182;FEGERNICU NOU;417526;5;31128;23;3;3;6;5;552604;3004671;5,52605E+11;V;
31191;SARCAU;417527;5;31128;23;3;3;6;5;552604;3010280;5,52605E+11;V;
31208;SPINUŞ;0;5;56;3;2;3;6;5;5;       ;5,5264E+11;IV;
31217;SPINUŞ;417530;5;31208;22;3;3;6;5;552640;1011151;5,5264E+11;IV;
31226;CIULEŞTI;417531;5;31208;23;3;3;6;5;552640;3002897;5,52641E+11;V;
31235;GURBEŞTI;417532;5;31208;23;3;3;6;5;552640;3005657;5,52641E+11;V;
31244;NADAR;417533;5;31208;23;3;3;6;5;552640;3007868;5,52641E+11;V;
31253;SALIŞTE;417534;5;31208;23;3;3;6;5;552640;3010453;5,52641E+11;V;
31262;SUPLACU DE BARCAU;0;5;56;3;2;3;6;5;5;       ;5,52692E+11;IV;
31271;SUPLACU DE BARCAU;417535;5;31262;22;3;3;6;5;552692;1011416;5,52692E+11;IV;
31280;BORUMLACA;417536;5;31262;23;3;3;6;5;552692;3001411;5,52693E+11;V;
31299;DOLEA;417537;5;31262;23;3;3;6;5;552692;3004170;5,52693E+11;V;
31306;FOGLAŞ;417538;5;31262;23;3;3;6;5;552692;3004820;5,52693E+11;V;
31315;VALEA CERULUI;417539;5;31262;23;3;3;6;5;552692;3012702;5,52693E+11;V;
31324;VÎLCELELE;417541;5;31262;23;3;3;6;5;552692;3013207;5,52693E+11;V;
31333;ŞIMIAN;0;5;56;3;2;3;6;5;5;       ;5,52735E+11;IV;
31342;ŞIMIAN;417545;5;31333;22;3;3;6;5;552735;1011568;5,52735E+11;IV;
31351;ŞILINDRU;417546;5;31333;23;3;3;6;5;552735;3011566;5,52736E+11;V;
31360;VOIVOZI;417547;5;31333;23;3;3;6;5;552735;3013532;5,52736E+11;V;
31379;ŞINTEU;0;5;56;3;2;3;6;5;5;       ;5,52743E+11;IV;
31388;ŞINTEU;417550;5;31379;22;3;3;6;5;552743;1011588;5,52743E+11;IV;
31397;HUTA VOIVOZI;417551;5;31379;23;3;3;6;5;552743;3005985;5,52744E+11;V;
31404;SOCET;417552;5;31379;23;3;3;6;5;552743;3011069;5,52744E+11;V;
31413;VALEA TÎRNEI;417553;5;31379;23;3;3;6;5;552743;3012988;5,52744E+11;V;
31422;ŞOIMI;0;5;56;3;2;3;6;5;5;       ;5,52754E+11;IV;
31431;ŞOIMI;417555;5;31422;22;3;3;6;5;552754;1011627;5,52754E+11;IV;
31440;BORZ;417556;5;31422;23;3;3;6;5;552754;3001412;5,52755E+11;V;
31459;CODRU;417557;5;31422;23;3;3;6;5;552754;3003044;5,52755E+11;V;
31468;DUMBRAVIŢA DE CODRU;417558;5;31422;23;3;3;6;5;552754;3004445;5,52755E+11;V;
31477;POCLUŞA DE BEIUŞ;417559;5;31422;23;3;3;6;5;552754;3009064;5,52755E+11;V;
31486;SÎNNICOLAU DE BEIUŞ;417561;5;31422;23;3;3;6;5;552754;3010622;5,52755E+11;V;
31495;URSAD;417562;5;31422;23;3;3;6;5;552754;3012562;5,52755E+11;V;
31501;URVIŞ DE BEIUŞ;417563;5;31422;23;3;3;6;5;552754;3012585;5,52755E+11;V;
31510;ŞUNCUIUŞ;0;5;56;3;2;3;6;5;5;       ;5,5278E+11;IV;
31529;ŞUNCUIUŞ;417565;5;31510;22;3;3;6;5;552780;1011722;5,5278E+11;IV;
31538;BALNACA;417566;5;31510;23;3;3;6;5;552780;3000675;5,52781E+11;V;
31547;BALNACA-GROŞI;417567;5;31510;23;3;3;6;5;552780;3000676;5,52781E+11;V;
31556;ZECE HOTARE;417568;5;31510;23;3;3;6;5;552780;3013669;5,52781E+11;V;
31565;TARCEA;0;5;56;3;2;3;6;5;5;       ;5,52791E+11;IV;
31574;TARCEA;417570;5;31565;22;3;3;6;5;552791;1011762;5,52791E+11;IV;
31583;ADONI;417571;5;31565;23;3;3;6;5;552791;3000037;5,52792E+11;V;
31592;GALOŞPETREU;417572;5;31565;23;3;3;6;5;552791;3004977;5,52792E+11;V;
32153;TAMAŞEU;0;5;56;3;2;3;6;5;5;;5,528E+11;;0
27490;TAMAŞEU;417056;5;32153;22;3;3;6;5;552800;3011807;5,528E+11;V;
27463;NIUVED;417052;5;32153;23;3;3;6;5;552800;3008068;5,52801E+11;V;
27472;PARHIDA;417053;5;32153;23;3;3;6;5;552800;3008455;5,52801E+11;V;
27481;SATU NOU;417054;5;32153;23;3;3;6;5;552800;3010338;5,52801E+11;V;
31609;TARCAIA;0;5;56;3;2;3;6;5;5;       ;5,52802E+11;IV;
31618;TARCAIA;417575;5;31609;22;3;3;6;5;552802;1011814;5,52802E+11;IV;
31627;MIERAG;417576;5;31609;23;3;3;6;5;552802;3007431;5,52803E+11;V;
31636;TARCAIŢA;417577;5;31609;23;3;3;6;5;552802;3011815;5,52803E+11;V;
31645;TOTORENI;417578;5;31609;23;3;3;6;5;552802;3012173;5,52803E+11;V;
31654;TAUTEU;0;5;56;3;2;3;6;5;5;       ;5,52815E+11;IV;
31663;TAUTEU;417580;5;31654;22;3;3;6;5;552815;1011866;5,52815E+11;IV;
31672;BOGEI;417581;5;31654;23;3;3;6;5;552815;3001274;5,52816E+11;V;
31681;CHIRIBIŞ;417582;5;31654;23;3;3;6;5;552815;3002670;5,52816E+11;V;
31690;CIUTELEC;417583;5;31654;23;3;3;6;5;552815;3002944;5,52816E+11;V;
31707;POIANA;417584;5;31654;23;3;3;6;5;552815;3009173;5,52816E+11;V;
31716;TILEAGD;0;5;56;3;2;3;6;5;5;       ;5,5284E+11;IV;
31725;TILEAGD;417585;5;31716;22;3;3;6;5;552840;1012025;5,5284E+11;IV;
31734;BALAIA;417586;5;31716;23;3;3;6;5;552840;3000631;5,52841E+11;V;
31743;CALATANI;417587;5;31716;23;3;3;6;5;552840;3002137;5,52841E+11;V;
31752;POŞOLOACA;417588;5;31716;23;3;3;6;5;552840;3009410;5,52841E+11;V;
31761;TILECUŞ;417589;5;31716;23;3;3;6;5;552840;3012026;5,52841E+11;V;
31770;UILEACU DE CRIŞ;417591;5;31716;23;3;3;6;5;552840;3012440;5,52841E+11;V;
31789;TINCA;0;5;56;3;2;3;6;5;5;       ;5,52843E+11;IV;
31798;TINCA;417595;5;31789;22;3;3;6;5;552843;1012036;5,52843E+11;IV;
31805;BELFIR;417596;5;31789;23;3;3;6;5;552843;3000942;5,52844E+11;V;
31814;GIRIŞU NEGRU;417597;5;31789;23;3;3;6;5;552843;3005275;5,52844E+11;V;
31823;GURBEDIU;417598;5;31789;23;3;3;6;5;552843;3005655;5,52844E+11;V;
31832;RÎPA;417599;5;31789;23;3;3;6;5;552843;3009864;5,52844E+11;V;
32201;TOBOLIU;0;5;56;3;2;3;6;5;5;;5,52856E+11;;0
29500;TOBOLIU;417273;5;32201;22;3;3;6;5;552856;3012077;5,52856E+11;V;
29485;CHERESIG;417271;5;32201;23;3;3;6;5;552856;3002589;5,52857E+11;V;
31841;TULCA;0;5;56;3;2;3;6;5;5;       ;5,52898E+11;IV;
31850;TULCA;417600;5;31841;22;3;3;6;5;552898;1012264;5,52898E+11;IV;
31869;CAUAŞD;417601;5;31841;23;3;3;6;5;552898;3002305;5,52899E+11;V;
31878;ŢEŢCHEA;0;5;56;3;2;3;6;5;5;       ;5,52919E+11;IV;
