SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
31887;ŢEŢCHEA;417605;5;31878;22;3;3;6;5;552919;1012365;5,52919E+11;IV;
31896;HOTAR;417606;5;31878;23;3;3;6;5;552919;3005926;5,5292E+11;V;
31903;SUBPIATRA;417607;5;31878;23;3;3;6;5;552919;3011382;5,5292E+11;V;
31912;TELECHIU;417608;5;31878;23;3;3;6;5;552919;3011967;5,5292E+11;V;
31921;UILEACU DE BEIUŞ;0;5;56;3;2;3;6;5;5;       ;5,52935E+11;IV;
31930;UILEACU DE BEIUŞ;417610;5;31921;22;3;3;6;5;552935;1012439;5,52935E+11;IV;
31949;FORAU;417611;5;31921;23;3;3;6;5;552935;3004831;5,52936E+11;V;
31958;PRISACA;417612;5;31921;23;3;3;6;5;552935;3009526;5,52936E+11;V;
31967;VALANII DE BEIUŞ;417613;5;31921;23;3;3;6;5;552935;3013093;5,52936E+11;V;
31976;VADU CRIŞULUI;0;5;56;3;2;3;6;5;5;       ;5,5297E+11;IV;
31985;VADU CRIŞULUI;417615;5;31976;22;3;3;6;5;552970;1012609;5,5297E+11;IV;
31994;BIRTIN;417616;5;31976;23;3;3;6;5;552970;3001095;5,52971E+11;V;
32009;TOMNATIC;417617;5;31976;23;3;3;6;5;552970;3012115;5,52971E+11;V;
32018;TOPA DE CRIŞ;417618;5;31976;23;3;3;6;5;552970;3012132;5,52971E+11;V;
32090;VÂRCIOROG;0;5;56;3;2;3;6;5;5;       ;5,53042E+11;IV;
32107;VÂRCIOROG;417620;5;32090;22;3;3;6;5;553042;1013239;5,53042E+11;IV;
32116;FÂŞCA;417621;5;32090;23;3;3;6;5;553042;3004663;5,53043E+11;V;
32125;SURDUCEL;417622;5;32090;23;3;3;6;5;553042;3011433;5,53043E+11;V;
32134;ŞERGHIŞ;417623;5;32090;23;3;3;6;5;553042;3011539;5,53043E+11;V;
32045;VIIŞOARA;0;5;56;3;2;3;6;5;5;       ;5,53065E+11;IV;
32054;VIIŞOARA;417625;5;32045;22;3;3;6;5;553065;1013376;5,53065E+11;IV;
32063;IZVOARELE;417626;5;32045;23;3;3;6;5;553065;3006268;5,53066E+11;V;
32072;PADURENI;417627;5;32045;23;3;3;6;5;553065;3008506;5,53066E+11;V;
32081;REGHEA;417628;5;32045;23;3;3;6;5;553065;3009931;5,53066E+11;V;
65;JUDEŢUL BISTRIŢA-NASAUD;0;6;1;40;1;0;6;6;     ;       ;6E+11;;
32394;MUNICIPIUL BISTRIŢA;0;6;65;1;2;1;6;6;6;       ;6,1168E+11;II;
32401;BISTRIŢA;0;6;32394;9;3;1;6;6;611680;1001111;6,1168E+11;II;
32410;GHINDA;420001;6;32394;10;3;1;6;6;611680;2005223;6,11681E+11;V;
32429;SARATA;420002;6;32394;10;3;1;6;6;611680;2010491;6,11681E+11;V;
32438;SIGMIR;420003;6;32394;10;3;1;6;6;611680;2010895;6,11681E+11;V;
32447;SLATINIŢA;420004;6;32394;10;3;1;6;6;611680;2010990;6,11681E+11;V;
32456;UNIREA;420005;6;32394;10;3;1;6;6;611680;2012516;6,11681E+11;V;
32465;VIIŞOARA;420006;6;32394;10;3;1;6;6;611680;2013375;6,11681E+11;V;
32483;ORAŞ BECLEAN;0;6;65;2;2;1;6;6;6;       ;6,31895E+11;III;
32492;BECLEAN;425100;6;32483;17;3;1;6;6;631895;1000906;6,31895E+11;III;
32508;COLDAU;425101;6;32483;19;3;1;6;6;631895;3003067;6,31896E+11;V;
32517;FIGA;425102;6;32483;19;3;1;6;6;631895;3004722;6,31896E+11;V;
32526;RUSU DE JOS;425103;6;32483;19;3;1;6;6;631895;3010208;6,31896E+11;V;
32544;ORAŞ NASAUD;0;6;65;2;2;1;6;6;6;       ;6,31984E+11;III;
32553;NASAUD;425200;6;32544;17;3;1;6;6;631984;1007894;6,31984E+11;III;
32562;LIVIU REBREANU;425201;6;32544;18;3;1;6;6;631984;2006707;6,31985E+11;V;
32571;LUŞCA;425202;6;32544;18;3;1;6;6;631984;2006919;6,31985E+11;V;
32599;ORAŞ SÎNGEORZ-BAI;0;6;65;2;2;1;6;6;6;       ;6,32033E+11;III;
32606;SÎNGEORZ-BAI;425300;6;32599;17;3;1;6;6;632033;1010590;6,32033E+11;III;
32615;CORMAIA;425301;6;32599;18;3;1;6;6;632033;2003236;6,32034E+11;V;
32624;VALEA BORCUTULUI;425302;6;32599;18;3;1;6;6;632033;2012674;6,32034E+11;V;
32633;BISTRIŢA BÎRGAULUI;0;6;65;3;2;3;6;6;6;       ;6,50254E+11;IV;
32642;BISTRIŢA BÎRGAULUI;427005;6;32633;22;3;3;6;6;650254;1001114;6,50254E+11;IV;
32651;COLIBIŢA;427007;6;32633;23;3;3;6;6;650254;3003080;6,50255E+11;V;
32660;BRANIŞTEA;0;6;65;3;2;3;6;6;6;       ;6,5035E+11;IV;
32679;BRANIŞTEA;427010;6;32660;22;3;3;6;6;650350;1001512;6,5035E+11;IV;
32688;CIREŞOAIA;427011;6;32660;23;3;3;6;6;650350;3002849;6,50351E+11;V;
32697;MALUŢ;427012;6;32660;23;3;3;6;6;650350;3007156;6,50351E+11;V;
32704;BUDACU DE JOS;0;6;65;3;2;3;6;6;6;       ;6,50416E+11;IV;
32713;BUDACU DE JOS;427015;6;32704;22;3;3;6;6;650416;1001785;6,50416E+11;IV;
32722;BUDUŞ;427016;6;32704;23;3;3;6;6;650416;3001823;6,50417E+11;V;
32731;JELNA;427017;6;32704;23;3;3;6;6;650416;3006347;6,50417E+11;V;
32740;MONARIU;427018;6;32704;23;3;3;6;6;650416;3007678;6,50417E+11;V;
32759;SIMIONEŞTI;427019;6;32704;23;3;3;6;6;650416;3010938;6,50417E+11;V;
32768;BUDEŞTI;0;6;65;3;2;3;6;6;6;       ;6,5042E+11;IV;
32777;BUDEŞTI;427020;6;32768;22;3;3;6;6;650420;1001801;6,5042E+11;IV;
32786;BUDEŞTI-FÂNAŢE;427021;6;32768;23;3;3;6;6;650420;3001808;6,50421E+11;V;
32795;ŢAGU;427022;6;32768;23;3;3;6;6;650420;3012326;6,50421E+11;V;
32802;ŢAGŞORU;427023;6;32768;23;3;3;6;6;650420;3012333;6,50421E+11;V;
32811;CAIANU MIC;0;6;65;3;2;3;6;6;6;       ;6,50478E+11;IV;
32820;CAIANU MIC;427025;6;32811;22;3;3;6;6;650478;1002118;6,50478E+11;IV;
32839;CAIANU MARE;427026;6;32811;23;3;3;6;6;650478;3002116;6,50479E+11;V;
32848;CICEU-POIENI;427027;6;32811;23;3;3;6;6;650478;3002734;6,50479E+11;V;
32857;DOBRIC;427028;6;32811;23;3;3;6;6;650478;3004121;6,50479E+11;V;
32884;CETATE;0;6;65;3;2;3;6;6;6;       ;6,50556E+11;IV;
32893;SATU NOU;427042;6;32884;22;3;3;6;6;650556;1010339;6,50556E+11;IV;
32928;ORHEIU BISTRIŢEI;427038;6;32884;23;3;3;6;6;650556;3008329;6,50557E+11;V;
32937;PETRIŞ;427039;6;32884;23;3;3;6;6;650556;3008797;6,50557E+11;V;
33015;CHIOCHIŞ;0;6;65;3;2;3;6;6;6;       ;6,50573E+11;IV;
33024;CHIOCHIŞ;427045;6;33015;22;3;3;6;6;650573;1002655;6,50573E+11;IV;
33033;APATIU;427046;6;33015;23;3;3;6;6;650573;3000247;6,50574E+11;V;
33042;BOZIEŞ;427047;6;33015;23;3;3;6;6;650573;3001487;6,50574E+11;V;
33051;BUZA CATUN;427048;6;33015;23;3;3;6;6;650573;3001974;6,50574E+11;V;
33060;CHEŢIU;427049;6;33015;23;3;3;6;6;650573;3002609;6,50574E+11;V;
33079;JIMBOR;427051;6;33015;23;3;3;6;6;650573;3006380;6,50574E+11;V;
33088;MANIC;427052;6;33015;23;3;3;6;6;650573;3006992;6,50574E+11;V;
33097;SÎNNICOARA;427053;6;33015;23;3;3;6;6;650573;3010621;6,50574E+11;V;
33104;STRUGURENI;427054;6;33015;23;3;3;6;6;650573;3011350;6,50574E+11;V;
33113;ŢENTEA;427056;6;33015;23;3;3;6;6;650573;3012357;6,50574E+11;V;
33122;CHIUZA;0;6;65;3;2;3;6;6;6;       ;6,50585E+11;IV;
33131;CHIUZA;427060;6;33122;22;3;3;6;6;650585;1002717;6,50585E+11;IV;
33140;MIREŞ;427061;6;33122;23;3;3;6;6;650585;3007552;6,50586E+11;V;
33159;PIATRA;427062;6;33122;23;3;3;6;6;650585;3008824;6,50586E+11;V;
33168;SASARM;427063;6;33122;23;3;3;6;6;650585;3010526;6,50586E+11;V;
179953;CICEU - MIHĂIEŞTI;0;6;65;3;2;3;6;6;6;;6,50588E+11;;0
34217;CICEU-MIHAIEŞTI;427218;6;179953;22;3;3;6;6;650588;3002733;6,50588E+11;V;
34208;CICEU-CORABIA;427217;6;179953;23;3;3;6;6;650588;3002731;6,50589E+11;V;
34226;LELEŞTI;427219;6;179953;23;3;3;6;6;650588;3006561;6,50589E+11;V;
32955;CICEU-GIURGEŞTI;0;6;65;3;2;3;6;6;6;       ;6,50589E+11;IV;
32964;CICEU-GIURGEŞTI;427065;6;32955;22;3;3;6;6;650589;1002732;6,50589E+11;IV;
32982;DUMBRAVENI;427067;6;32955;23;3;3;6;6;650589;3004426;6,5059E+11;V;
33177;COŞBUC;0;6;65;3;2;3;6;6;6;       ;6,50737E+11;IV;
33186;COŞBUC;427070;6;33177;22;3;3;6;6;650737;1003378;6,50737E+11;IV;
33202;DUMITRA;0;6;65;3;2;3;6;6;6;       ;6,50968E+11;IV;
33211;DUMITRA;427075;6;33202;22;3;3;6;6;650968;1004454;6,50968E+11;IV;
33220;CEPARI;427076;6;33202;23;3;3;6;6;650968;3002458;6,50969E+11;V;
33239;TARPIU;427077;6;33202;23;3;3;6;6;650968;3011824;6,50969E+11;V;
179686;DUMITRIŢA;0;6;65;3;2;3;6;6;6;;6,5097E+11;;0
32919;DUMITRIŢA;427037;6;179686;22;3;3;6;6;650970;3004464;6,5097E+11;V;
32900;BUDACU DE SUS;427036;6;179686;23;3;3;6;6;650970;3001786;6,50971E+11;V;
32946;RAGLA;427041;6;179686;23;3;3;6;6;650970;3009691;6,50971E+11;V;
33248;FELDRU;0;6;65;3;2;3;6;6;6;       ;6,51E+11;IV;
33257;FELDRU;427080;6;33248;22;3;3;6;6;651000;1004679;6,51E+11;IV;
33266;NEPOS;427081;6;33248;23;3;3;6;6;651000;3007991;6,51001E+11;V;
33275;GALAŢII BISTRIŢEI;0;6;65;3;2;3;6;6;6;       ;6,51056E+11;IV;
33284;GALAŢII BISTRIŢEI;427085;6;33275;22;3;3;6;6;651056;1004960;6,51056E+11;IV;
33293;ALBEŞTII BISTRIŢEI;427086;6;33275;23;3;3;6;6;651056;3000104;6,51057E+11;V;
33300;DIPŞA;427087;6;33275;23;3;3;6;6;651056;3004080;6,51057E+11;V;
33319;HERINA;427088;6;33275;23;3;3;6;6;651056;3005798;6,51057E+11;V;
33328;TONCIU;427089;6;33275;23;3;3;6;6;651056;3012126;6,51057E+11;V;
33337;ILVA MARE;0;6;65;3;2;3;6;6;6;       ;6,51318E+11;IV;
33346;ILVA MARE;427090;6;33337;22;3;3;6;6;651318;1006136;6,51318E+11;IV;
33355;IVANEASA;427091;6;33337;23;3;3;6;6;651318;3006236;6,51319E+11;V;
33364;ILVA MICA;0;6;65;3;2;3;6;6;6;       ;6,51319E+11;IV;
33373;ILVA MICA;427095;6;33364;22;3;3;6;6;651319;1006137;6,51319E+11;IV;
33382;JOSENII BÎRGAULUI;0;6;65;3;2;3;6;6;6;       ;6,51375E+11;IV;
33391;JOSENII BÎRGAULUI;427100;6;33382;22;3;3;6;6;651375;1006404;6,51375E+11;IV;
33408;MIJLOCENII BÎRGAULUI;427101;6;33382;23;3;3;6;6;651375;3007494;6,51376E+11;V;
33417;RUSU BÎRGAULUI;427102;6;33382;23;3;3;6;6;651375;3010207;6,51376E+11;V;
33426;STRÎMBA;427103;6;33382;23;3;3;6;6;651375;3011313;6,51376E+11;V;
33435;LECHINŢA;0;6;65;3;2;3;6;6;6;       ;6,51396E+11;IV;
33444;LECHINŢA;427105;6;33435;22;3;3;6;6;651396;1006543;6,51396E+11;IV;
33453;BUNGARD;427106;6;33435;23;3;3;6;6;651396;3001894;6,51397E+11;V;
33462;CHIRALEŞ;427107;6;33435;23;3;3;6;6;651396;3002663;6,51397E+11;V;
33471;SÎNGEORZU NOU;427108;6;33435;23;3;3;6;6;651396;3010591;6,51397E+11;V;
33480;SÎNIACOB;427109;6;33435;23;3;3;6;6;651396;3010596;6,51397E+11;V;
33499;ŢIGAU;427111;6;33435;23;3;3;6;6;651396;3012388;6,51397E+11;V;
33505;VERMEŞ;427112;6;33435;23;3;3;6;6;651396;3013297;6,51397E+11;V;
33514;LEŞU;0;6;65;3;2;3;6;6;6;       ;6,51409E+11;IV;
33523;LEŞU;427115;6;33514;22;3;3;6;6;651409;1006599;6,51409E+11;IV;
33532;LUNCA LEŞULUI;427116;6;33514;23;3;3;6;6;651409;3006838;6,5141E+11;V;
33541;LIVEZILE;0;6;65;3;2;3;6;6;6;       ;6,51434E+11;IV;
33550;LIVEZILE;427120;6;33541;22;3;3;6;6;651434;1006703;6,51434E+11;IV;
33569;CUŞMA;427121;6;33541;23;3;3;6;6;651434;3003756;6,51435E+11;V;
33578;DOROLEA;427122;6;33541;23;3;3;6;6;651434;3004218;6,51435E+11;V;
33587;DUMBRAVA;427123;6;33541;23;3;3;6;6;651434;3004399;6,51435E+11;V;
33596;VALEA POENII;427124;6;33541;23;3;3;6;6;651434;3012903;6,51435E+11;V;
33603;LUNCA ILVEI;0;6;65;3;2;3;6;6;6;       ;6,51462E+11;IV;
33612;LUNCA ILVEI;427125;6;33603;22;3;3;6;6;651462;1006833;6,51462E+11;IV;
33621;MAIERU;0;6;65;3;2;3;6;6;6;       ;6,51478E+11;IV;
33630;MAIERU;427130;6;33621;22;3;3;6;6;651478;1006946;6,51478E+11;IV;
33649;ANIEŞ;427131;6;33621;23;3;3;6;6;651478;3000220;6,51479E+11;V;
33658;MATEI;0;6;65;3;2;3;6;6;6;       ;6,51496E+11;IV;
33667;MATEI;427135;6;33658;22;3;3;6;6;651496;1007039;6,51496E+11;IV;
33676;BIDIU;427136;6;33658;23;3;3;6;6;651496;3001072;6,51497E+11;V;
33685;CORVINEŞTI;427137;6;33658;23;3;3;6;6;651496;3003317;6,51497E+11;V;
33694;ENCIU;427138;6;33658;23;3;3;6;6;651496;3004499;6,51497E+11;V;
33701;FÎNTÎNELE;427139;6;33658;23;3;3;6;6;651496;3004642;6,51497E+11;V;
33710;MORUŢ;427141;6;33658;23;3;3;6;6;651496;3007709;6,51497E+11;V;
33729;MAGURA ILVEI;0;6;65;3;2;3;6;6;6;       ;6,51513E+11;IV;
33738;MAGURA ILVEI;427145;6;33729;22;3;3;6;6;651513;1007111;6,51513E+11;IV;
33747;ARŞIŢA;427146;6;33729;23;3;3;6;6;651513;3000336;6,51514E+11;V;
33765;MARIŞELU;0;6;65;3;2;3;6;6;6;       ;6,51539E+11;IV;
33774;MARIŞELU;427150;6;33765;22;3;3;6;6;651539;1007232;6,51539E+11;IV;
33783;BÎRLA;427151;6;33765;23;3;3;6;6;651539;3000833;6,5154E+11;V;
33792;DOMNEŞTI;427152;6;33765;23;3;3;6;6;651539;3004185;6,5154E+11;V;
33809;JEICA;427153;6;33765;23;3;3;6;6;651539;3006345;6,5154E+11;V;
33818;MAGURELE;427154;6;33765;23;3;3;6;6;651539;3007116;6,5154E+11;V;
33827;NEŢENI;427156;6;33765;23;3;3;6;6;651539;3008000;6,5154E+11;V;
33836;SÎNTIOANA;427157;6;33765;23;3;3;6;6;651539;3010654;6,5154E+11;V;
33845;MICEŞTII DE CÎMPIE;0;6;65;3;2;3;6;6;6;       ;6,51569E+11;IV;
33854;MICEŞTII DE CÎMPIE;427160;6;33845;22;3;3;6;6;651569;1007413;6,51569E+11;IV;
33863;FÎNTÎNIŢA;427161;6;33845;23;3;3;6;6;651569;3004657;6,5157E+11;V;
33872;VISUIA;427162;6;33845;23;3;3;6;6;651569;3013409;6,5157E+11;V;
33881;MILAŞ;0;6;65;3;2;3;6;6;6;       ;6,51591E+11;IV;
33890;MILAŞ;427165;6;33881;22;3;3;6;6;651591;1007497;6,51591E+11;IV;
33907;COMLOD;427166;6;33881;23;3;3;6;6;651591;3003137;6,51592E+11;V;
33916;DUPA DEAL;427167;6;33881;23;3;3;6;6;651591;3004471;6,51592E+11;V;
33925;GHEMEŞ;427168;6;33881;23;3;3;6;6;651591;3005163;6,51592E+11;V;
33934;HIREAN;427169;6;33881;23;3;3;6;6;651591;3005822;6,51592E+11;V;
33943;OROSFAIA;427171;6;33881;23;3;3;6;6;651591;3008343;6,51592E+11;V;
33952;MONOR;0;6;65;3;2;3;6;6;6;       ;6,51638E+11;IV;
33961;MONOR;427175;6;33952;22;3;3;6;6;651638;1007681;6,51638E+11;IV;
33970;GLEDIN;427176;6;33952;23;3;3;6;6;651638;3005326;6,51639E+11;V;
179659;NEGRILEŞTI;0;6;65;3;2;3;6;6;6;;6,51798E+11;;0
32991;NEGRILEŞTI;427068;6;179659;22;3;3;6;6;651798;3007965;6,51798E+11;V;
32973;BREAZA;427066;6;179659;23;3;3;6;6;651798;3001626;6,51799E+11;V;
33006;PURCARETE;427069;6;179659;23;3;3;6;6;651798;3009615;6,51799E+11;V;
33989;NIMIGEA;0;6;65;3;2;3;6;6;6;       ;6,51811E+11;IV;
33998;NIMIGEA DE JOS;427190;6;33989;22;3;3;6;6;651811;1008047;6,51811E+11;IV;
34002;FLOREŞTI;427181;6;33989;23;3;3;6;6;651811;3004795;6,51812E+11;V;
34011;MINTIU;427182;6;33989;23;3;3;6;6;651811;3007532;6,51812E+11;V;
34020;MITITEI;427183;6;33989;23;3;3;6;6;651811;3007580;6,51812E+11;V;
34039;MOCOD;427184;6;33989;23;3;3;6;6;651811;3007621;6,51812E+11;V;
34048;MOGOŞENI;427186;6;33989;23;3;3;6;6;651811;3007639;6,51812E+11;V;
34057;NIMIGEA DE SUS;427187;6;33989;23;3;3;6;6;651811;3008048;6,51812E+11;V;
34066;TAURE;427188;6;33989;23;3;3;6;6;651811;3011857;6,51812E+11;V;
34075;NUŞENI;0;6;65;3;2;3;6;6;6;       ;6,51821E+11;IV;
34084;NUŞENI;427200;6;34075;22;3;3;6;6;651821;1008103;6,51821E+11;IV;
34093;BEUDIU;427136;6;34075;23;3;3;6;6;651821;3001042;6,51822E+11;V;
34100;DUMBRAVA;427202;6;34075;23;3;3;6;6;651821;3004395;6,51822E+11;V;
34119;FELEAC;427203;6;34075;23;3;3;6;6;651821;3004680;6,51822E+11;V;
34128;MALIN;427204;6;34075;23;3;3;6;6;651821;3006957;6,51822E+11;V;
34137;RUSU DE SUS;427206;6;34075;23;3;3;6;6;651821;3010209;6,51822E+11;V;
34146;VIŢA;427207;6;34075;23;3;3;6;6;651821;3013437;6,51822E+11;V;
34155;PARVA;0;6;65;3;2;3;6;6;6;       ;6,52115E+11;IV;
34164;PARVA;427210;6;34155;22;3;3;6;6;652115;1008462;6,52115E+11;IV;
34173;PETRU RAREŞ;0;6;65;3;2;3;6;6;6;       ;6,52172E+11;IV;
34182;RETEAG;427220;6;34173;22;3;3;6;6;652172;1009959;6,52172E+11;IV;
34191;BAŢA;427216;6;34173;23;3;3;6;6;652172;3000528;6,52173E+11;V;
179720;POIANA  ILVEI;0;6;65;3;2;3;6;6;6;;6,52231E+11;;0
33756;POIANA ILVEI;427147;6;179720;22;3;3;6;6;652231;3009213;6,52231E+11;V;
34235;PRUNDU BÎRGAULUI;0;6;65;3;2;3;6;6;6;       ;6,52295E+11;IV;
34244;PRUNDU BÎRGAULUI;427230;6;34235;22;3;3;6;6;652295;1009575;6,52295E+11;IV;
34253;SUSENII BÎRGAULUI;427231;6;34235;23;3;3;6;6;652295;3011455;6,52296E+11;V;
34262;REBRA;0;6;65;3;2;3;6;6;6;       ;6,52358E+11;IV;
34271;REBRA;427235;6;34262;22;3;3;6;6;652358;1009888;6,52358E+11;IV;
34280;REBRIŞOARA;0;6;65;3;2;3;6;6;6;       ;6,5236E+11;IV;
34299;REBRIŞOARA;427240;6;34280;22;3;3;6;6;652360;1009890;6,5236E+11;IV;
34306;GERSA I;427241;6;34280;23;3;3;6;6;652360;3005150;6,52361E+11;V;
34315;GERSA II;427242;6;34280;23;3;3;6;6;652360;3005151;6,52361E+11;V;
34324;PODEREI;427243;6;34280;23;3;3;6;6;652360;3009083;6,52361E+11;V;
34333;RODNA;0;6;65;3;2;3;6;6;6;       ;6,52393E+11;IV;
34342;RODNA;427245;6;34333;22;3;3;6;6;652393;1009997;6,52393E+11;IV;
34351;VALEA VINULUI;427246;6;34333;23;3;3;6;6;652393;3013024;6,52394E+11;V;
34360;ROMULI;0;6;65;3;2;3;6;6;6;       ;6,52404E+11;IV;
34379;ROMULI;427250;6;34360;22;3;3;6;6;652404;1010046;6,52404E+11;IV;
34388;DEALU ŞTEFANIŢEI;427251;6;34360;23;3;3;6;6;652404;3003961;6,52405E+11;V;
179944;RUNCU SALVEI;0;6;65;3;2;3;6;6;6;;6,52429E+11;;0
34413;RUNCU SALVEI;427256;6;179944;22;3;3;6;6;652429;3010178;6,52429E+11;V;
34397;SALVA;0;6;65;3;2;3;6;6;6;       ;6,52448E+11;IV;
34404;SALVA;427255;6;34397;22;3;3;6;6;652448;1010264;6,52448E+11;IV;
34422;SILIVAŞU DE CÎMPIE;0;6;65;3;2;3;6;6;6;       ;6,52571E+11;IV;
34431;SILIVAŞU DE CÎMPIE;427270;6;34422;22;3;3;6;6;652571;1010927;6,52571E+11;IV;
34440;DRAGA;427271;6;34422;23;3;3;6;6;652571;3004236;6,52572E+11;V;
34459;FÎNAŢELE SILIVAŞULUI;427272;6;34422;23;3;3;6;6;652571;3004615;6,52572E+11;V;
34468;PORUMBENII;427273;6;34422;23;3;3;6;6;652571;3009395;6,52572E+11;V;
34477;SÎNMIHAIU DE CÎMPIE;0;6;65;3;2;3;6;6;6;       ;6,52592E+11;IV;
34486;SÎNMIHAIU DE CÎMPIE;427260;6;34477;22;3;3;6;6;652592;1010617;6,52592E+11;IV;
34495;BRATENI;427261;6;34477;23;3;3;6;6;652592;3001594;6,52593E+11;V;
34501;LA CURTE;427262;6;34477;23;3;3;6;6;652592;3006427;6,52593E+11;V;
34510;SALCUŢA;427263;6;34477;23;3;3;6;6;652592;3010442;6,52593E+11;V;
34529;STUPINI;427264;6;34477;23;3;3;6;6;652592;3011366;6,52593E+11;V;
34538;ZORENI;427266;6;34477;23;3;3;6;6;652592;3013721;6,52593E+11;V;
34547;SPERMEZEU;0;6;65;3;2;3;6;6;6;       ;6,52638E+11;IV;
34556;SPERMEZEU;427275;6;34547;22;3;3;6;6;652638;1011141;6,52638E+11;IV;
32866;DOBRICEL;427029;6;34547;23;3;3;6;6;652638;3004123;6,52639E+11;V;
32875;DUMBRAVIŢA;427031;6;34547;23;3;3;6;6;652638;3004435;6,52639E+11;V;
34565;HALMASAU;427276;6;34547;23;3;3;6;6;652638;3005729;6,52639E+11;V;
34574;LUNCA BORLESEI;427277;6;34547;23;3;3;6;6;652638;3006818;6,52639E+11;V;
34583;PALTINEASA;427278;6;34547;23;3;3;6;6;652638;3008535;6,52639E+11;V;
34592;SITA;427279;6;34547;23;3;3;6;6;652638;3010964;6,52639E+11;V;
34609;ŞEŞURI SPERMEZEU-VALE;427281;6;34547;23;3;3;6;6;652638;3011546;6,52639E+11;V;
34618;ŞANŢ;0;6;65;3;2;3;6;6;6;       ;6,52708E+11;IV;
34627;ŞANŢ;427285;6;34618;22;3;3;6;6;652708;1011471;6,52708E+11;IV;
34636;VALEA MARE;427286;6;34618;23;3;3;6;6;652708;3012833;6,52709E+11;V;
34645;ŞIEU;0;6;65;3;2;3;6;6;6;       ;6,52727E+11;IV;
34654;ŞIEU;427290;6;34645;22;3;3;6;6;652727;1011556;6,52727E+11;IV;
34663;ARDAN;427291;6;34645;23;3;3;6;6;652727;3000278;6,52728E+11;V;
34672;POSMUŞ;427292;6;34645;23;3;3;6;6;652727;3009402;6,52728E+11;V;
34681;ŞOIMUŞ;427293;6;34645;23;3;3;6;6;652727;3011632;6,52728E+11;V;
34690;ŞIEU-MAGHERUŞ;0;6;65;3;2;3;6;6;6;       ;6,52729E+11;IV;
34707;ŞIEU-MAGHERUŞ;427295;6;34690;22;3;3;6;6;652729;1011558;6,52729E+11;IV;
34716;ARCALIA;427296;6;34690;23;3;3;6;6;652729;3000267;6,5273E+11;V;
34725;CHINTELNIC;427297;6;34690;23;3;3;6;6;652729;3002649;6,5273E+11;V;
34734;CRAINIMAT;427298;6;34690;23;3;3;6;6;652729;3003490;6,5273E+11;V;
34743;PODIREI;427299;6;34690;23;3;3;6;6;652729;3009086;6,5273E+11;V;
34752;SARAŢEL;427301;6;34690;23;3;3;6;6;652729;3010501;6,5273E+11;V;
34761;VALEA MAGHERUŞULUI;427302;6;34690;23;3;3;6;6;652729;3012850;6,5273E+11;V;
34770;ŞIEU-ODORHEI;0;6;65;3;2;3;6;6;6;       ;6,5273E+11;IV;
34789;ŞIEU-ODORHEI;427305;6;34770;22;3;3;6;6;652730;1011559;6,5273E+11;IV;
34798;AGRIŞU DE JOS;427306;6;34770;23;3;3;6;6;652730;3000071;6,52731E+11;V;
34805;AGRIŞU DE SUS;427307;6;34770;23;3;3;6;6;652730;3000072;6,52731E+11;V;
34814;BRETEA;427308;6;34770;23;3;3;6;6;652730;3001653;6,52731E+11;V;
34823;COASTA;427309;6;34770;23;3;3;6;6;652730;3002987;6,52731E+11;V;
34832;CRISTUR-ŞIEU;427311;6;34770;23;3;3;6;6;652730;3003587;6,52731E+11;V;
34841;ŞIRIOARA;427312;6;34770;23;3;3;6;6;652730;3011600;6,52731E+11;V;
34850;ŞIEUŢ;0;6;65;3;2;3;6;6;6;       ;6,52731E+11;IV;
34869;ŞIEUŢ;427315;6;34850;22;3;3;6;6;652731;1011561;6,52731E+11;IV;
34878;LUNCA;427316;6;34850;23;3;3;6;6;652731;3006794;6,52732E+11;V;
34887;RUŞTIOR;427317;6;34850;23;3;3;6;6;652731;3010225;6,52732E+11;V;
34896;SEBIŞ;427318;6;34850;23;3;3;6;6;652731;3010797;6,52732E+11;V;
34903;ŞINTEREAG;0;6;65;3;2;3;6;6;6;       ;6,52742E+11;IV;
34912;ŞINTEREAG;427320;6;34903;22;3;3;6;6;652742;1011586;6,52742E+11;IV;
34921;BLAJENII DE JOS;427321;6;34903;23;3;3;6;6;652742;3001144;6,52743E+11;V;
34930;BLAJENII DE SUS;427322;6;34903;23;3;3;6;6;652742;3001145;6,52743E+11;V;
34949;CAILA;427323;6;34903;23;3;3;6;6;652742;3002001;6,52743E+11;V;
34958;COCIU;427324;6;34903;23;3;3;6;6;652742;3003014;6,52743E+11;V;
34967;ŞIEU-SFÎNTU;427326;6;34903;23;3;3;6;6;652742;3011560;6,52743E+11;V;
34976;ŞINTEREAG-GARA;427327;6;34903;23;3;3;6;6;652742;3011587;6,52743E+11;V;
34985;TEACA;0;6;65;3;2;3;6;6;6;       ;6,52818E+11;IV;
34994;TEACA;427345;6;34985;22;3;3;6;6;652818;1011928;6,52818E+11;IV;
35009;ARCHIUD;427346;6;34985;23;3;3;6;6;652818;3000276;6,52819E+11;V;
35018;BUDURLENI;427347;6;34985;23;3;3;6;6;652818;3001821;6,52819E+11;V;
35027;OCNIŢA;427348;6;34985;23;3;3;6;6;652818;3008165;6,52819E+11;V;
35036;PINTICU;427349;6;34985;23;3;3;6;6;652818;3008891;6,52819E+11;V;
35045;VIILE TECII;427351;6;34985;23;3;3;6;6;652818;3013359;6,52819E+11;V;
